file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/GOLIATH/Stimm Reserve.png;Stimm Reserve;Goliath Tactics;"Play this gang tactic when activating any friendly
fighter.

Choose one friendly fighter that is currently on
the battlefield. Until the end of this battle, that
fighter's Strength characteristic is increased by
D3, However, until the end of this battle, that
fighter's Toughness characteristic is decreased
by 1. Note that if this decrease in Toughness
reduces that fighter's Toughness to 0, they will
go Out of Action as normal.";Réserve Stimm;Goliath;Jouez cette tactique lors de l'activation d'un combattant allié. Choisissez un combattant sur le champ de bataille. Jusqu'à la fin de la bataille, sa caractéristique de Strength est augmentée de D3, Cependant, jusqu'à la fin de la bataille, sa la caractéristique de Toughness est diminuée de 1. Notez que si cette diminution réduit la Toughness de ce combattant à 0, il sera mis Out of action.
../TacticsCards/GOLIATH/Stimm Surge.png;Stimm Surge;Goliath Tactics;"Play this card when activating a fighter.

Tuck this card under the Fighter's card. While it
is there , the fighter's Move, Strength and
Toughness are each increased by 1. In each End
phase, roll a D6. On a 1, the card is discarded
and an Injury roll is made for the fighter, using a
Damage of 2. On a 2, the card is discarded.

On a 3, the fighter suffers a Flesh Wound but
the card remains in play.";Poussée de stimm;Goliath;Jouez cette tactique lors de l'activation d'un combattant. Glissez cette carte sous la carte du Combattant. Tant qu'elle là, le mouvement, la Strength et la Toughness du combattant sont augmentée de 1. À chaque phase de fin, lancez un D6. Sur un 1, défaussez la carte, le combattant subit une blessure automatique sans sauvegarde Damage 2. Sur un 2, la carte est défaussée. Sur un 3, le combattant subit une Flesh wound mais la carte reste en jeu.
../TacticsCards/GOLIATH/Subconscious Mnemonics.png;Subconscious Mnemonics;Goliath Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence
before any fighters have been deployed.

Choose a friendly House Goliath Leader or
Champion with two or more skills. For the
remainder of this battle, that fighter may
exchange one of their skills for another skill of
the same skill set. The controlling pee chooses
which skill is replaced and which skill it is
replaced with.";Mnémoniques subconscients;Goliath;Jouez cette tactique au début de l’étape de déploiement, avant que des combattants aient été déployés. Choisissez un leader ou un champion Goliath avec deux compétences ou plus. Pour le reste de la bataille, ce combattant peut échanger une de ses compétences contre une autre compétence du même ensemble de compétences.
../TacticsCards/GOLIATH/Tempered in Battle.png;Tempered in Battle;Goliath Tactics;"Play this gang tactic when a friendly House
Goliath fighter takes an enemy fighter

Out of Action with a close combat attack

or by performing a Coup De Grace. For the
remainder of this battle, the fighter that took
the enemy fighter Out of Action gains the
Fearsome skill. In addition, for the remainder of
this battle, this fighter gains +1 XP when they
take an enemy fighter Out of Action with either
a close combat attack or by performing a Coup
De Grace.";Trempé au combat;Goliath;Jouez cette tactique lorsqu’un combattant Goliath met un combattant ennemi Out of action avec une attaque au corps à corps ou en exécutant un Coup de Grâce. Pour le reste de la bataille, ce combattant gagne la compétence Fearsome. De plus, pour le reste de la bataille, ce combattant gagne +1 XP lorsqu'il met un combattant ennemi Out of action avec une attaque au corps à corps ou en effectuant un Coup de Grâce.
../TacticsCards/GOLIATH/The Hand that Feeds You.png;The Hand that Feeds You;Goliath Tactics;"Play this card at the start of the Deployment step
of the pre-battle sequence before any fighters
have been deployed. The gang may recruit

a House Agent for this battle without needing to
make a Petition and without needing to pay

a hiring fee (i-e., this House Agent is hired for
free). If they do so, during the post-battle
sequence the gang gains no credits from scenario
rewards. If you do not have a model available to
represent this House Agent, you may discard this
card and select another.";La main qui vous nourrit;Goliath;Jouez cette tactique au début de l'étape de déploiement, avant que les combattants aient étés déployés. Le gang peut recruter gratuitement un House Agent pour cette bataille. Cependant, à la séquence d'après-bataille, le gang ne gagne aucun crédits parmi les récompenses du scénario.
../TacticsCards/GOLIATH/Unleash the Fear.png;Unleash the Fear;Goliath Tactics;"Play this gang tactic when a friendly Goliath
fighter performs the Flex (Simple) action.

All enemy fighters within 6"" of, and with a line
of sight to, the fighter performing the

Flex (Simple) action must immediately make

a Cool check. If the check is passed, this gang
tactic has no further effect. If the check is failed,
they become Broken.";Libérer la peur;Goliath;"Jouez cette tactique lorsqu'un Goliath effectue l’action Flex (Simple). Tous les combattants ennemis à au moins 6"" et avec une ligne de vue doivent immédiatement faire un test de Cool. Si le test est réussi, la tactique n’a aucun effet. Si le test échoue, ils deviennent Broken."
../TacticsCards/GOLIATH/Unstoppable Behemoth.png;Unstoppable Behemoth;Goliath Tactics;"| Play this card after an attack is made against
on of your fighters, before the Injury roll
(if any) is made.

The attack has no further effect - no Injury
roll is made. In addition, if your fighter is
pinned, they immediately stand up.";Béhémoth imparable;Goliath;Jouez cette tactique après une attaque contre l'un de vos combattants, avant l’Injury roll. L'attaque n'a aucun autre effet - n’effectuez pas d’Injury roll. De plus, si votre combattant est Pinned, il se relève immédiatement.
../TacticsCards/GOLIATH/Vat Twin.png;Vat Twin;Goliath Tactics;"Play this card at the start of the battle, after both
sides have deployed but before the first round.
Choose two Goliath fighters in your starting crew
to be Vat Twins. If, during the battle, one of
them is taken Out of Action, the other removes
any Flesh Wounds it has and gains Berserker,
Nerves of Steel and Unstoppable skills until the
end of this battle. If both fighters are targeted by
the same attack, fully resolve it against both
before applying this card; both fighters may go
Out of Action.";Jumeau de cuve;Goliath;Jouez cette tactique au début de la bataille, après que les deux les équipes se sont déployées mais avant le premier tour. Choisissez deux combattants Goliath de votre gang pour devenir des Vat Twins. Si, pendant la bataille, l'un est mis Out of action, l'autre supprime toutes les Flesh wound qu'il a et gagne les traits Berserker, Nerve of steel et Unstoppable jusqu'au fin de la bataille. Si les deux combattants sont visés par la même attaque, résolvez-la entièrement avant d'appliquer cette carte.
../TacticsCards/GOLIATH/Walking Fortress.png;Walking Fortress;Goliath Tactics;"Play this gang tactic when activating any |
friendly fighter.

Place a Furnace Barricade (see page 111 |
of Necromunda: House of Chains) within

1"" of the fighter. The fighter's activation ther
ends.";Forteresse ambulante;Goliath;"Jouez cette tactique lors de l'activation d'un combattant allié. Placez une Furnace barricade (voir page 111 de Necromunda : House of chains) dans les 1"" du combattant. Puis l'activation du combattant se termine."
../TacticsCards/GOLIATH VEHICLES/'ead As Thick As.png;"""ead As Thick As Their Rig";Goliath Vehicle Tactics;"Play this gang tactic when a friendly vehicle is
Wrecked before rolling on the Lasting Injury
table for the crew.

Do not roll on the table; the result is
automatically Out Cold.";Tête aussi dure que leur engin;Véhicules Goliath;Jouez cette tactique lorsqu'un véhicule allié est détruit, ne faite pas de test de Lasting injury pour l'équipage. Le résultat est automatiquement Out cold.
../TacticsCards/GOLIATH VEHICLES/Batter Up.png;Batter Up;Goliath Vehicle Tactics;"Play this gang tactic when activating a friendly
fighter subject to the Mounted condition before
performing any actions.

For the duration of this activation, any close
combat attacks made by the fighter gain

the Knockback trait.";À la batte;Véhicules Goliath;Jouez cette tactique lors de l'activation d’un combattant allié Mounted, avant effectuer ses actions. Pendant la durée de cette activation, toutes les attaques de combat rapprochée du combattant gagnent le trait Knockback.
../TacticsCards/GOLIATH VEHICLES/Bowlin’ Action.png;| Bowlin’ Action;Goliath Vehicle Tactics;"Play this gang tactic when activating a friendly
vehicle before performing any actions.

For the duration of this activation, the vehicle
treats the Ram (Double) action as a Simple
action.";Action de bowling;Véhicules Goliath;Jouez cette tactique lors de l'activation d'un véhicule allié, avant d’effectuer ses action. Pendant la durée de cette activation, le véhicule traite l'action Ram (Double) comme une action simple.
../TacticsCards/GOLIATH VEHICLES/Can Openers.png;Can Openers;Goliath Vehicle Tactics;"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, D3 weapons with
the Melee trait add 1 to their Damage
characteristic while targeting vehicles.";Ouvre-boîtes;Véhicules Goliath;Jouez cette tactique au début de la bataille avant le premier jet d’Initiative. Pour la durée de la bataille, D3 armes avec le trait Melee ajoute 1 à leurs caractéristique de dégâts lorsqu’elles ciblent les véhicules.
../TacticsCards/GOLIATH VEHICLES/Cheap Construction.png;Cheap Construction;Goliath Vehicle Tactics;"Play this gang tactic during the post-battle
sequence when performing the Negotiate Repairs
post-battle action.

Reduce the cost of one Negotiate Repairs action
by 50%, rounding up to the nearest 5 credits.";Construction bon marché;Véhicules Goliath;Jouez cette tactique pendant la séquence d’après-bataille, lors de la négociation des réparations. Réduisez le coût d’une action de réparation de 50 %, en arrondissant aux 5 crédits les plus proches.
../TacticsCards/GOLIATH VEHICLES/Drive It Off.png;Drive It Off;Goliath Vehicle Tactics;"Play this gang tactic after a friendly vehicle is hit
by a ranged attack, before rolling to wound.
The vehicle makes a Toughness check on the
facing that is being hit; if the check is passed,
the vehicle is not hit by the attack.";Repoussez-le;Véhicules Goliath;"Jouez cette tactique après qu'un véhicule allié soit touché par une attaque à distance, avant le jet de blessure. Le véhicule effectue un test d'endurance avec la face touchée; si le test est réussi, le véhicule n'est pas affecté par l'attaque."
../TacticsCards/GOLIATH VEHICLES/Hardened Chassis.png;Hardened Chassis;Goliath Vehicle Tactics;"Play this gang tactic when a friendly vehicle is
Wrecked before rolling on the Lasting Damage
table.

Do not roll on the table; the result is
automatically a 1 - Persistent Rattle.";Châssis durci;Véhicules Goliath;Jouez cette tactique lorsqu'un véhicule allié est détruit, ne faite de jet de Lasting injuries. Le résultat est automatiquement un 1 Persistent rattle.
